"ISSN";"Titulo";"Area";"Estrato"
"2405-6545";"ANIMAL NUTRITION";"INTERDISCIPLINAR";"A1"
"1308-2817";"ANKARA ÜNIVERSITESI VETERINER FAKÜLTESI DERGISI (ONLINE)";"INTERDISCIPLINAR";"B2"
"2688-1241";"ANNALS OF CLINICAL CASE STUDIES";"INTERDISCIPLINAR";"C"
"0196-0644";"ANNALS OF EMERGENCY MEDICINE";"INTERDISCIPLINAR";"A1"
"1108-7471";"ANNALS OF GASTROENTEROLOGY";"INTERDISCIPLINAR";"A4"
"0972-2327";"ANNALS OF INDIAN ACADEMY OF NEUROLOGY";"INTERDISCIPLINAR";"B2"
"2231-0746";"ANNALS OF MAXILLOFACIAL SURGERY";"INTERDISCIPLINAR";"B1"
"0148-7043";"ANNALS OF PLASTIC SURGERY (PRINT)";"INTERDISCIPLINAR";"A4"
"1068-9265";"ANNALS OF SURGICAL ONCOLOGY";"INTERDISCIPLINAR";"A1"
"2333-9691";"ANNUAL REVIEW OF LINGUISTICS";"INTERDISCIPLINAR";"A1"
"1609-9168";"ANTHROPOLOGY OF FOOD";"INTERDISCIPLINAR";"A3"
"0003-5599";"ANTI-CORROSION METHODS AND MATERIALS";"INTERDISCIPLINAR";"A3"
"2182-2913";"ANTROPOLÓGICAS (PORTO. EM LINHA)";"INTERDISCIPLINAR";"B4"
"2215-4175";"ANUARIO DE ESTUDIOS CENTROAMERICANOS (ONLINE)";"INTERDISCIPLINAR";"A3"
"2674-6697";"ANUÁRIO DE PESQUISAS PECUÁRIA";"INTERDISCIPLINAR";"C"
"1233-7234";"APPLICATIONES MATHEMATICAE";"INTERDISCIPLINAR";"B4"
"1869-0327";"APPLIED CLINICAL INFORMATICS";"INTERDISCIPLINAR";"A4"
"0035-9254";"APPLIED STATISTICS (PRINT)";"INTERDISCIPLINAR";"A2"
"2693-8847";"AQUACULTURE, FISH AND FISHERIES";"INTERDISCIPLINAR";"B2"
"2168-9148";"AQUATIC SCIENCE AND TECHNOLOGY";"INTERDISCIPLINAR";"B4"
"0719-9805";"ARBOLES Y RIZOMAS";"INTERDISCIPLINAR";"A3"
"2690-0807";"ARCHIVE OF GERONTOLOGY AND GERIATRICS RESEARCH";"INTERDISCIPLINAR";"B3"
"2583-6374";"ARCHIVES OF CLINICAL & EXPERIMENTAL DERMATOLOGY (ONLINE)";"INTERDISCIPLINAR";"B4"
"2299-2944";"ARCHIVES OF FOUNDRY ENGINEERING (ONLINE)";"INTERDISCIPLINAR";"B2"
"2689-8772";"ARCHIVES OF ORAL AND MAXILLOFACIAL SURGERY";"INTERDISCIPLINAR";"C"
"2675-3626";"ARCHIVES OF PEDIATRIC NEUROSURGERY";"INTERDISCIPLINAR";"B4"
"1381-1118";"ARCHIVES OF SUICIDE RESEARCH";"INTERDISCIPLINAR";"A3"
"0187-5795";"ARGUMENTOS (MÉXICO)";"INTERDISCIPLINAR";"A3"
"1808-2998";"ARQUIVO BRASILEIRO DE ODONTOLOGIA (ARQ. BRAS. ODONTOL.)";"INTERDISCIPLINAR";"B4"
"1983-2451";"ARQUIVOS BRASILEIROS DE CIÊNCIAS DA SAÚDE";"INTERDISCIPLINAR";"B2"
"0104-7620";"ARQUIVOS DO CONSELHO REGIONAL DE MEDICINA DO PARANA";"INTERDISCIPLINAR";"C"
"0101-6067";"ARQUIVOS MÉDICOS DOS HOSPITAIS E DA FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA DE SÃO PAULO (IMPRESSO)";"INTERDISCIPLINAR";"B3"
"2332-2004";"ART AND DESIGN REVIEW";"INTERDISCIPLINAR";"C"
"0122-1744";"ART NEXUS INTERNACIONAL";"INTERDISCIPLINAR";"B2"
"2596-1810";"ART STYLE";"INTERDISCIPLINAR";"B2"
"1889-979X";"ARTE Y POLÍTICAS DE IDENTIDAD (ED. IMPRESA)";"INTERDISCIPLINAR";"A3"
"2644-3228";"ARTIFICIAL INTELLIGENCE IN CANCER";"INTERDISCIPLINAR";"B3"
"2014-3885";"ARXIU D'ETNOGRAFIA DE CATALUNYA.";"INTERDISCIPLINAR";"B3"
"2456-9682";"ASIAN JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION";"INTERDISCIPLINAR";"A4"
"0571-7132";"ASTROPHYSICS (PRINT)";"INTERDISCIPLINAR";"B1"
"2241-8148";"ATHENS JOURNAL OF TOURISM";"INTERDISCIPLINAR";"B1"
"1680-7367";"ATMOSPHERIC CHEMISTRY AND PHYSICS DISCUSSION (PRINT)";"INTERDISCIPLINAR";"B1"
"1943-3921";"ATTENTION, PERCEPTION & PSYCHOPHYSICS (PRINT)";"INTERDISCIPLINAR";"A1"
"0065-0757";"ATTI DELLA ACCADEMIA NAZIONALE ITALIANA DI ENTOMOLOGIA";"INTERDISCIPLINAR";"B3"
"1421-9700";"AUDIOLOGY AND NEUROTOLOGY";"INTERDISCIPLINAR";"A3"
"2340-8510";"AUSART ALDIZKARIA";"INTERDISCIPLINAR";"A4"
"2207-7472";"AUSTRALASIAN ORTHODONTIC JOURNAL";"INTERDISCIPLINAR";"B1"
"0004-8674";"AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY (PRINT)";"INTERDISCIPLINAR";"A2"
"1940-4166";"AUSTRALIAN JOURNAL OF LEARNING DIFFICULTIES (ONLINE)";"INTERDISCIPLINAR";"B3"
"1033-8330";"AUSTRALIAN JOURNAL OF MEDICAL HERBALISM";"INTERDISCIPLINAR";"C"
"2300-0929";"AUTEX RESEARCH JOURNAL";"INTERDISCIPLINAR";"A4"
"2396-9415";"AUTISM & DEVELOPMENTAL LANGUAGE IMPAIRMENTS (ONLINE)";"INTERDISCIPLINAR";"B1"
"1794-4953";"AVANCES INVESTIGACIÓN EN INGENIERÍA";"INTERDISCIPLINAR";"B3"
"2550-6684";"AXIOMA - REVISTA INFORMATIVA DE DOCENCIA, INVESTIGACIÓN Y PROYECCIÓN SOCIAL (ONLINE)";"INTERDISCIPLINAR";"A4"
"1808-2688";"BALDUINIA (UFSM)";"INTERDISCIPLINAR";"B3"
"0104-6578";"BARBARÓI (UNISC. IMPRESSO)";"INTERDISCIPLINAR";"B1"
"2168-023X";"BARIATRIC SURGICAL PRACTICE AND PATIENT CARE";"INTERDISCIPLINAR";"B2"
"2965-9655";"BATE-PRONTO (ONLINE)";"INTERDISCIPLINAR";"C"
"2372-9414";"BEHAVIOR ANALYSIS: RESEARCH AND PRACTICE";"INTERDISCIPLINAR";"B1"
"0896-4289";"BEHAVIORAL MEDICINE (WASHINGTON, D.C.)";"INTERDISCIPLINAR";"A3"
"1132-9483";"BEHAVIORAL PSYCHOLOGY/PSICOLOGÍA CONDUCTUAL";"INTERDISCIPLINAR";"A3"
"1875-8584";"BEHAVIOURAL NEUROLOGY";"INTERDISCIPLINAR";"C"
"0953-4180";"BEHAVIOURAL NEUROLOGY";"INTERDISCIPLINAR";"C"
"2294-9135";"BELGEO";"INTERDISCIPLINAR";"A4"
"2178-3640";"BELT - BRAZILIAN ENGLISH LANGUAGE TEACHING JOURNAL";"INTERDISCIPLINAR";"A3"
"1933-1045";"BERKELEY JOURNAL OF GENDER, LAW & JUSTICE";"INTERDISCIPLINAR";"B1"
"2612-5110";"BEYOND RHEUMATOLOGY (ONLINE)";"INTERDISCIPLINAR";"B4"
"1312-451X";"BIOAUTOMATION";"INTERDISCIPLINAR";"B4"
"2090-2247";"BIOCHEMISTRY RESEARCH INTERNATIONAL";"INTERDISCIPLINAR";"A2"
"1879-260X";"BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE (ONLINE)";"INTERDISCIPLINAR";"A1"
"2764-8273";"BIOINFO";"INTERDISCIPLINAR";"B4"
"1314-7218";"BIOMATH";"INTERDISCIPLINAR";"B1"
"3020-7886";"BIONATURA JOURNAL (ONLINE)";"INTERDISCIPLINAR";"B4"
"2730-7190";"BIOPHYSICAL ECONOMICS AND SUSTAINABILITY";"INTERDISCIPLINAR";"A4"
"0973-1245";"BIOSCIENCES BIOTECHNOLOGY RESEARCH ASIA";"INTERDISCIPLINAR";"C"
"1745-8552";"BIOSOCIETIES (PRINT)";"INTERDISCIPLINAR";"B2"
"1470-0328";"BJOG (OXFORD)";"INTERDISCIPLINAR";"A1"
"1464-4096";"BJU INTERNATIONAL (PRINT)";"INTERDISCIPLINAR";"A1"
"2938-2602";"BLOCKCHAIN AND CRYPTOCURRENCY (ONLINE)";"INTERDISCIPLINAR";"B4"
"1471-2148";"BMC EVOLUTIONARY BIOLOGY (ONLINE)";"INTERDISCIPLINAR";"A1"
"1472-6939";"BMC MEDICAL ETHICS (ONLINE)";"INTERDISCIPLINAR";"A1"
"2972-449X";"BME HORIZON (ONLINE)";"INTERDISCIPLINAR";"C"
"2594-9454";"BOLETIM ELETRÔNICO SOCIEDADE BRASILEIRA DE QUÍMICA (ONLINE)";"INTERDISCIPLINAR";"C"
"2526-8961";"BOLETIM ENTRE SIS";"INTERDISCIPLINAR";"B2"
"1983-5507";"BOLETIM INTERFACES DA PSICOLOGIA DA UFRURALRJ";"INTERDISCIPLINAR";"B2"
"2562-9913";"BORDERS IN GLOBALIZATION REVIEW";"INTERDISCIPLINAR";"A4"
"2966-4292";"BRAZILIAN JOURNAL OF RADIATION TECHNOLOGY RESEARCH (ONLINE)";"INTERDISCIPLINAR";"C"
"0007-0610";"BRITISH DENTAL JOURNAL";"INTERDISCIPLINAR";"A4"
"1359-107X";"BRITISH JOURNAL OF HEALTH PSYCHOLOGY";"INTERDISCIPLINAR";"A1"
"2753-7919";"BRITISH JOURNAL OF HEALTHCARE & MEDICAL RESEARCH (ONLINE)";"INTERDISCIPLINAR";"B3"
"2231-2919";"BRITISH JOURNAL OF PHARMACEUTICAL RESEARCH";"INTERDISCIPLINAR";"A4"
"0007-1323";"BRITISH JOURNAL OF SURGERY (PRINT)";"INTERDISCIPLINAR";"A1"
"0273-0979";"BULLETIN, NEW SERIES, OF THE AMERICAN MATHEMATICAL SOCIETY";"INTERDISCIPLINAR";"A1"
"2536-9660";"BULLETIN OF FACULTY OF PHYSICAL THERAPY (ONLINE)";"INTERDISCIPLINAR";"B1"
"1346-8707";"BULLETIN OF HEALTH SCIENCES KOBE";"INTERDISCIPLINAR";"C"
"1478-3398";"BULLETIN OF HISPANIC STUDIES (ONLINE)";"INTERDISCIPLINAR";"A2"
"1015-8634";"BULLETIN OF THE KOREAN MATHEMATICAL SOCIETY";"INTERDISCIPLINAR";"B1"
"1988-9534";"BUTLLETÍ DE ARQUEOLOGIA INDUSTRIAL E DE MUSEUS DE CIÊNCIA E TÉCNICA (PRINT)";"INTERDISCIPLINAR";"B4"
"2317-7268";"CADERNO MEIO AMBIENTE E SUSTENTABILIDADE";"INTERDISCIPLINAR";"C"
"1982-758X";"CADERNOS DE EDUCAÇÃO (BRASÍLIA)";"INTERDISCIPLINAR";"B2"
"1413-053X";"CADERNOS DE LETRAS DA UFF";"INTERDISCIPLINAR";"A4"
"2674-8223";"CADERNOS DE ODONTOLOGIA DO UNIFESO";"INTERDISCIPLINAR";"B4"
"2675-3200";"CADERNOS DE PESQUISA DIREITO INTERNACIONAL SEM FRONTEIRAS";"INTERDISCIPLINAR";"B2"
"1413-9030";"CADERNOS IME. SÉRIE MATEMÁTICA";"INTERDISCIPLINAR";"B4"
"1019-9446";"CAHIERS DE L'ILSL";"INTERDISCIPLINAR";"A4"
"1245-530X";"CAHIERS DE TOPOLOGIE ET GÉOMÉTRIE DIFFÉRENTIELLE CATÉGORIQUES";"INTERDISCIPLINAR";"B4"
"2395-9576";"CALEIDOSCOPIO (EN LÍNEA)";"INTERDISCIPLINAR";"B2"
"1891-1803";"CAMPBELL SYSTEMATIC REVIEWS";"INTERDISCIPLINAR";"A1"
"0008-3984";"CANADIAN JOURNAL OF ANIMAL SCIENCE";"INTERDISCIPLINAR";"A4"
"2561-424X";"CANADIAN JOURNAL OF FILM STUDIES";"INTERDISCIPLINAR";"A4"
"2835-3315";"CANCER SCREENING AND PREVENTION (ONLINE)";"INTERDISCIPLINAR";"B3"
"1553-8389";"CARDIOVASCULAR REVASCULARIZATION MEDICINE (PRINT)";"INTERDISCIPLINAR";"A4"
"2090-6625";"CASE REPORTS IN INFECTIOUS DISEASES";"INTERDISCIPLINAR";"B3"
"2090-6919";"CASE REPORTS IN SURGERY";"INTERDISCIPLINAR";"B3"
"2090-6994";"CASE REPORTS IN VASCULAR MEDICINE (ONLINE)";"INTERDISCIPLINAR";"C"
"1522-1946";"CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS";"INTERDISCIPLINAR";"A2"
"1644-3608";"CENTRAL EUROPEAN JOURNAL OF PHYSICS";"INTERDISCIPLINAR";"B3"
"2198-9613";"CEP: CHINESE SEMIOTIC STUDIES";"INTERDISCIPLINAR";"A4"
"2612-4882";"CERAMICS IN MODERN TECHNOLOGIES";"INTERDISCIPLINAR";"B4"
"1015-9770";"CEREBROVASCULAR DISEASES (BASEL)";"INTERDISCIPLINAR";"A3"
"2543-9472";"CEREM: CENTRAL EUROPEAN REVIEW OF ECONOMICS AND MANAGEMENT (PRINT)";"INTERDISCIPLINAR";"B2"
"2596-0369";"CHAPON CADERNOS DE DESIGN";"INTERDISCIPLINAR";"B2"
"0302-2803";"CHILDS NERVOUS SYSTEM";"INTERDISCIPLINAR";"A4"
"2057-4967";"CHINESE NEUROSURGICAL JOURNAL (ONLINE)";"INTERDISCIPLINAR";"A4"
"2965-3819";"CIÊNCIA NA SOCIEDADE: REVISTA CIENTÍFICA DO INSTITUTO NIKOLA TESLA (ONLINE)";"INTERDISCIPLINAR";"C"
"2618-3188";"CIENCIA, TECNOLOGÍA Y POLÍTICA";"INTERDISCIPLINAR";"A3"
"1579-7902";"CLEPSYDRA: REVISTA DE ESTUDIOS DE GÉNERO Y TEORIA FEMINISTA";"INTERDISCIPLINAR";"B3"
"0214-9168";"CLÍNICA E INVESTIGACIÓN EN ARTERIOSCLEROSIS (ED. IMPRESA)";"INTERDISCIPLINAR";"A4"
"2163-0097";"CLINICAL ADVANCES IN PERIODONTIC";"INTERDISCIPLINAR";"A4"
"1558-7673";"CLINICAL GENITOURINARY CANCER";"INTERDISCIPLINAR";"A2"
"2152-2669";"CLINICAL LYMPHOMA, MYELOMA & LEUKEMIA";"INTERDISCIPLINAR";"A3"
"1177-5483";"CLINICAL OPHTHALMOLOGY (ONLINE)";"INTERDISCIPLINAR";"A3"
"2675-7338";"CLINICAL ORTHODONTICS (PRINT)";"INTERDISCIPLINAR";"C"
"2374-0094";"CLINICAL RESEARCH IN HIV/AIDS";"INTERDISCIPLINAR";"B4"
"2965-5986";"CLINICS BIOPSYCHOSOCIAL (ONLINE)";"INTERDISCIPLINAR";"B3"
"1519-9479";"CÓGITO (SALVADOR. IMPRESSO)";"INTERDISCIPLINAR";"B4"
"1464-0600";"COGNITION & EMOTION";"INTERDISCIPLINAR";"A1"
"1077-7229";"COGNITIVE AND BEHAVIORAL PRACTICE";"INTERDISCIPLINAR";"A2"
"2646-3679";"COLLIGO";"INTERDISCIPLINAR";"B1"
"2526-9518";"COLÓQUIO ORGANIZAÇÕES, DESENVOLVIMENTO E SUSTENTABILIDADE";"INTERDISCIPLINAR";"B2"
"1131-6993";"COMPLUTUM (MADRID)";"INTERDISCIPLINAR";"A2"
"1619-697X";"COMPUTATIONAL MANAGEMENT SCIENCE (PRINT)";"INTERDISCIPLINAR";"A3"
"1913-8997";"COMPUTER AND INFORMATION SCIENCE (ONLINE)";"INTERDISCIPLINAR";"B2"
"0771-7784";"COMPUTERRECHT (PRINT)";"INTERDISCIPLINAR";"A4"
"1806-9185";"COMUNICADO TÉCNICO (EMBRAPA CLIMA TEMPERADO. ONLINE)";"INTERDISCIPLINAR";"B3"
"1983-0505";"COMUNICADO TÉCNICO 262";"INTERDISCIPLINAR";"C"
"1676-3220";"COMUNITÀ ITALIANA";"INTERDISCIPLINAR";"C"
"2742-9660";"CONCEΦTOS";"INTERDISCIPLINAR";"B4"
"2525-5630";"CONGRESSO INTERNACIONAL DE DIÁLOGOS INTERDISCIPLINARES";"INTERDISCIPLINAR";"B3"
"2675-6064";"CONHECER (FACULDADE OSVALDO ALVES MIRANDA)";"INTERDISCIPLINAR";"B3"
"0337-3126";"CONNEXIONS (PRINT)";"INTERDISCIPLINAR";"B2"
"1753-5522";"CONSERVATION AND MANAGEMENT OF ARCHAEOLOGICAL SITES (ONLINE)";"INTERDISCIPLINAR";"B1"
"2954-5234";"CONSTRUCTOS CRIMINOLÓGICOS (ONLINE)";"INTERDISCIPLINAR";"B1"
"1028-2580";"CONTEMPORARY JUSTICE REVIEW";"INTERDISCIPLINAR";"A3"
"1428-2526";"CONTEMPORARY ONCOLOGY";"INTERDISCIPLINAR";"A4"
"2772-9737";"CONTINENCE (ONLINE)";"INTERDISCIPLINAR";"B3"
"1870-0365";"CONTRIBUCIONES DESDE COATEPEC";"INTERDISCIPLINAR";"B1"
"2362-4752";"COORDENADAS: REVISTA DE HISTORIA LOCAL Y REGIONAL (ONLINE)";"INTERDISCIPLINAR";"A3"
"2178-0544";"COORTE - REVISTA CIENTÍFICA DO HOSPITAL SANTA ROSA.";"INTERDISCIPLINAR";"B4"
"2238-300X";"CORPO, MOVIMENTO E SAÚDE";"INTERDISCIPLINAR";"B4"
"1743-2782";"CORROSION ENGINEERING, SCIENCE AND TECHNOLOGY (ONLINE)";"INTERDISCIPLINAR";"A4"
"2782-6163";"COURIER OF THE KUTAFIN MOSCOW STATE LAW UNIVERSITY (MSAL)";"INTERDISCIPLINAR";"A1"
"2395-9754";"CR CONSERVACIÓN Y RESTAURACIÓN";"INTERDISCIPLINAR";"B2"
"2151-0903";"CRANIO® THE JOURNAL OF CRANIOMANDIBULAR & SLEEP PRACTICE";"INTERDISCIPLINAR";"A2"
"2595-9662";"CREARE";"INTERDISCIPLINAR";"C"
"0893-9675";"CRITICAL REVIEWS IN ONCOGENESIS";"INTERDISCIPLINAR";"B3"
"1333-1108";"CROATIAN JOURNAL OF PHILOSOPHY";"INTERDISCIPLINAR";"B2"
"1409-3677";"CUADERNOS DE CIENCIAS SOCIALES DE FLACSO CUESTA RICA";"INTERDISCIPLINAR";"B2"
"0122-1450";"CUADERNOS DE DESARROLLO RURAL";"INTERDISCIPLINAR";"B2"
"1989-4635";"CUADERNOS DE TURISMO (ONLINE)";"INTERDISCIPLINAR";"A2"
"2422-7749";"CUADERNOS DEL INSTITUTO NACIONAL DE ANTROPOLOGÍA Y PENSAMIENTO LATINOAMERICANO";"INTERDISCIPLINAR";"A4"
"0326-3525";"CUADERNOS MÉDICO SOCIALES";"INTERDISCIPLINAR";"B3"
"2340-4981";"CULTURA, LENGUAJE Y REPRESENTACIÓN (ONLINE)";"INTERDISCIPLINAR";"A1"
"1546-9549";"CURRENT HEART FAILURE REPORTS (ONLINE)";"INTERDISCIPLINAR";"A2"
"1473-4877";"CURRENT MEDICAL RESEARCH AND OPINION";"INTERDISCIPLINAR";"A2"
"1949-0127";"CURRENT RESEARCH IN DENTISTRY (ONLINE)";"INTERDISCIPLINAR";"B3"
"2320-8031";"CURRENT WORLD ENVIRONMENT (ONLINE)";"INTERDISCIPLINAR";"A3"
"3065-4572";"CURRERE E PRAXIS (ONLINE)";"INTERDISCIPLINAR";"B4"
"1949-3592";"CYTOSKELETON";"INTERDISCIPLINAR";"A4"
"2036-1599";"DANZA E RICERCA";"INTERDISCIPLINAR";"B1"
"2096-7004";"DATA INTELLIGENCE";"INTERDISCIPLINAR";"A1"
"1421-9824";"DEMENTIA AND GERIATRIC COGNITIVE DISORDERS (ONLINE)";"INTERDISCIPLINAR";"A3"
"0126-8023";"DENTAL JOURNAL OF MALAYSIA";"INTERDISCIPLINAR";"C"
"2641-7413";"DENTAL RESEARCH AND ORAL HEALTH";"INTERDISCIPLINAR";"C"
"1735-3327";"DENTAL RESEARCH JOURNAL";"INTERDISCIPLINAR";"B1"
"2772-5596";"DENTISTRY REVIEW";"INTERDISCIPLINAR";"C"
"0933-7016";"DER GESUNDHEITSBERATER";"INTERDISCIPLINAR";"C"
"2539-2344";"DERECHOS INTELECTUALES (ONLINE)";"INTERDISCIPLINAR";"C"
"2184-2647";"DESENVOLVIMENTO E SOCIEDADE - REVISTA INTERDISCIPLINAR EM CIÊNCIAS SOCIAIS";"INTERDISCIPLINAR";"B1"
"1678-2461";"DESTAQUE JURÍDICO";"INTERDISCIPLINAR";"C"
"0012-0413";"DEUTSCHE LEBENSMITTEL-RUNDSCHAU";"INTERDISCIPLINAR";"B4"
"1471-8847";"DEVELOPING WORLD BIOETHICS";"INTERDISCIPLINAR";"B1"
"1520-9156";"DIABETES TECHNOLOGY & THERAPEUTICS";"INTERDISCIPLINAR";"A1"
"1413-9979";"DIAGNÓSTICO & TRATAMENTO";"INTERDISCIPLINAR";"B3"
"2976-0232";"DIAITA: FOOD & HERITAGE (ONLINE)";"INTERDISCIPLINAR";"C"
"2525-7420";"DIÁLOGOS EM CONTABILIDADE: TEORIA E PRÁTICA";"INTERDISCIPLINAR";"B3"
"2965-1956";"DIÁLOGOS INTERDISCIPLINARES EM PSIQUIATRIA E SAÚDE MENTAL - DIPSM (ONLINE)";"INTERDISCIPLINAR";"B4"
"2810-9309";"DIGITAL MANUFACTURING TECHNOLOGY";"INTERDISCIPLINAR";"B3"
"2949-6861";"DIGITAL TRANSLATION (PRINT)";"INTERDISCIPLINAR";"A2"
"2595-9816";"DIREITO EM REVISTA - FACULDADE DE ILHÉUS";"INTERDISCIPLINAR";"C"
"1432-0444";"DISCRETE AND COMPUTATIONAL GEOMETRY (INTERNET)";"INTERDISCIPLINAR";"A3"
"1937-1632";"DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS. SERIES S";"INTERDISCIPLINAR";"A3"
"1677-1915";"DOCUMENTOS - EMBRAPA AGROINDÚSTRIA TROPICAL";"INTERDISCIPLINAR";"B1"
"2594-391X";"DOCUMENTOS DE ECONOMIA E POLÍTICAS PÚBLICAS";"INTERDISCIPLINAR";"B4"
"1745-1981";"DRUGS IN CONTEXT - (IMPRESSA)";"INTERDISCIPLINAR";"A1"
"2064-5007";"DUNAKAVICS";"INTERDISCIPLINAR";"B3"
"2215-3462";"E-AGRONEGOCIOS";"INTERDISCIPLINAR";"B3"
"2040-557X";"EASYCHAIR PROCEEDINGS IN COMPUTING";"INTERDISCIPLINAR";"B2"
"1842-3264";"ECONOMIC COMPUTATION AND ECONOMIC CYBERNETICS STUDIES AND RESEARCH (ONLINE)";"INTERDISCIPLINAR";"B1"
"2105-2581";"ÉCONOMIE RURALE";"INTERDISCIPLINAR";"A2"
"2524-0072";"ECONOMY AND SOCIETY";"INTERDISCIPLINAR";"A3"
"2795-4811";"ECOSSOCIALISMO (PRINT)";"INTERDISCIPLINAR";"C"
"1862-2879";"EDI JOURNAL: EUROPEAN JOURNAL FOR DENTAL IMPLANTOLOGISTS (PRINT)";"INTERDISCIPLINAR";"C"
"1983-2540";"EDUCAÇÃO, ESCOLA E SOCIEDADE";"INTERDISCIPLINAR";"B1"
"1042-1629";"EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT";"INTERDISCIPLINAR";"A1"
"1579-0207";"EDUPSYKHÉ";"INTERDISCIPLINAR";"B4"
"2382-4794";"EL TALLER DE LA HISTORIA";"INTERDISCIPLINAR";"A4"
"1223-057X";"ELECTROMOTION (CLUJ-NAPOCA)";"INTERDISCIPLINAR";"B4"
"2594-2840";"EMERGING TRENDS IN EDUCATION";"INTERDISCIPLINAR";"A4"
"1688-5236";"ENCUENTROS URUGUAYOS (EN LÍNEA)";"INTERDISCIPLINAR";"B3"
"2666-6472";"ENERGETIC MATERIALS FRONTIERS (ONLINE)";"INTERDISCIPLINAR";"A2"
"1570-6478";"ENERGY EFFICIENCY (ONLINE)";"INTERDISCIPLINAR";"A3"
"2329-8766";"ENERGY HARVESTING AND SYSTEMS";"INTERDISCIPLINAR";"B3"
"1994-2060";"ENGINEERING APPLICATIONS OF COMPUTATIONAL FLUID MECHANICS";"INTERDISCIPLINAR";"A1"
"1094-687X";"ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY ANNUAL CONFERENCE";"INTERDISCIPLINAR";"A1"
"1363-2078";"ENGINEERING INTELLIGENT SYSTEMS: FOR ELECTRICAL ENGINEERING AND COMMUNICATIONS";"INTERDISCIPLINAR";"C"
"2562-914X";"ENJEUX ET SOCIÉTÉ";"INTERDISCIPLINAR";"B1"
"1679-3617";"ENSAIOS PEDAGÓGICOS (LAGES)";"INTERDISCIPLINAR";"B2"
"1132-9157";"ENSEÑANZA DE LAS CIENCIAS DE LA TIERRA";"INTERDISCIPLINAR";"A4"
"2634-4602";"ENVIRONMENTAL DATA SCIENCE (ONLINE)";"INTERDISCIPLINAR";"A4"
"1347-4715";"ENVIRONMENTAL HEALTH AND PREVENTIVE MEDICINE";"INTERDISCIPLINAR";"A1"
"2271-6386";"EOLLES";"INTERDISCIPLINAR";"B3"
"0096-3941";"EOS (WASHINGTON, D.C.)";"INTERDISCIPLINAR";"B1"
"0718-1604";"ESPACIO REGIONAL. REVISTA DE ESTUDIOS SOCIALES";"INTERDISCIPLINAR";"B3"
"1016-9148";"ESPACIO Y DESARROLLO";"INTERDISCIPLINAR";"B3"
"1518-4196";"ESPAÇO PLURAL (UNIOESTE)";"INTERDISCIPLINAR";"A2"
"2791-9552";"ESSENTIALS OF DENTISTRY";"INTERDISCIPLINAR";"C"
"2314-2022";"ESTUDIOS CURATORIALES";"INTERDISCIPLINAR";"B2"
"2448-4857";"ESTUDIOS DEL DISCURSO";"INTERDISCIPLINAR";"A4"
"0103-7137";"ESTUDOS CULTURAIS";"INTERDISCIPLINAR";"B4"
"1808-1355";"ESTUDOS DA LÍNGUA(GEM) (IMPRESSO)";"INTERDISCIPLINAR";"A2"
"0104-4249";"ESTUDOS EM DESIGN (IMPRESSO)";"INTERDISCIPLINAR";"A1"
"0103-0876";"ESTUDOS (UCGO. IMPRESSO)";"INTERDISCIPLINAR";"B1"
"1173-2571";"EUBIOS JOURNAL OF ASIAN AND INTERNATIONAL BIOETHICS";"INTERDISCIPLINAR";"A3"
"2712-8857";"EUROPEAN AND ASIAN LAW REVIEW (ONLINE)";"INTERDISCIPLINAR";"A2"
"1473-2262";"EUROPEAN CELLS & MATERIALS";"INTERDISCIPLINAR";"A2"
"1056-4934";"EUROPEAN EDUCATION";"INTERDISCIPLINAR";"A3"
"2601-6303";"EUROPEAN JOURNAL ENGINEERING AND FORMAL SCIENCES";"INTERDISCIPLINAR";"B2"
"2587-0831";"EUROPEAN JOURNAL OF BREAST HEALTH";"INTERDISCIPLINAR";"A4"
"0902-4441";"EUROPEAN JOURNAL OF HAEMATOLOGY";"INTERDISCIPLINAR";"A3"
"1724-6016";"EUROPEAN JOURNAL OF OPHTHALMOLOGY (ONLINE)";"INTERDISCIPLINAR";"A3"
"1120-6721";"EUROPEAN JOURNAL OF OPHTHALMOLOGY (TESTO STAMPATO)";"INTERDISCIPLINAR";"A3"
"1460-2210";"EUROPEAN JOURNAL OF ORTHODONTICS (ONLINE)";"INTERDISCIPLINAR";"A1"
"2047-4881";"EUROPEAN JOURNAL OF PREVENTIVE CARDIOLOGY";"INTERDISCIPLINAR";"A1"
"2147-9720";"EUROPEAN JOURNAL OF RHEUMATOLOGY";"INTERDISCIPLINAR";"B2"
"2312-8429";"EUROPEAN JOURNAL OF SOCIAL SCIENCES EDUCATION AND RESEARCH";"INTERDISCIPLINAR";"A3"
"2059-450X";"EUROPEAN MEDICAL JOURNAL: REPRODUCTIVE HEALTH";"INTERDISCIPLINAR";"B4"
"2522-9400";"EUROPEAN MODERN STUDIES JOURNAL";"INTERDISCIPLINAR";"B4"
